0.000000000000000000e+00	0.000000000000000000e+00
-6.416666666666666873e-03	2.000000000000000909e-03
6.416666666666666873e-03	-2.000000000000000909e-03
-1.283333333333333375e-02	4.000000000000001818e-03
1.283333333333333375e-02	-4.000000000000001818e-03
-1.924999999999999975e-02	6.000000000000002727e-03
1.924999999999999975e-02	-6.000000000000002727e-03
-2.566666666666666749e-02	8.000000000000003636e-03
2.566666666666666749e-02	-8.000000000000003636e-03
-3.208333333333333176e-02	1.000000000000000541e-02
3.208333333333333176e-02	-1.000000000000000541e-02
-3.849999999999999950e-02	1.200000000000000545e-02
3.849999999999999950e-02	-1.200000000000000545e-02
-4.491666666666666724e-02	1.400000000000000550e-02
4.491666666666666724e-02	-1.400000000000000550e-02
-4.166088202248961585e-03	-2.072796871104304588e-03
2.250578464417705288e-03	-4.072796871104305931e-03
-1.058275486891562846e-02	-7.279687110430367938e-05
8.667245131084371293e-03	-6.072796871104306840e-03
-1.699942153558229446e-02	1.927203128895697663e-03
1.508391179775103730e-02	-8.072796871104308616e-03
-2.341608820224896220e-02	3.927203128895697705e-03
2.150057846441770504e-02	-1.007279687110430866e-02
-2.983275486891562647e-02	5.927203128895697747e-03
2.791724513108436931e-02	-1.207279687110430870e-02
-3.624942153558229074e-02	7.927203128895698656e-03
3.433391179775104052e-02	-1.407279687110431048e-02
-4.266608820224895848e-02	9.927203128895698697e-03
4.075057846441770826e-02	-1.607279687110431052e-02
-4.908275486891562622e-02	1.192720312889570047e-02
4.716724513108437600e-02	-1.807279687110431229e-02
-2.250578464417705288e-03	4.072796871104305931e-03
4.166088202248961585e-03	2.072796871104304588e-03
-8.667245131084371293e-03	6.072796871104306840e-03
1.058275486891562846e-02	7.279687110430367938e-05
-1.508391179775103730e-02	8.072796871104308616e-03
1.699942153558229446e-02	-1.927203128895697663e-03
-2.150057846441770504e-02	1.007279687110430866e-02
2.341608820224896220e-02	-3.927203128895697705e-03
-2.791724513108436931e-02	1.207279687110430870e-02
2.983275486891562647e-02	-5.927203128895697747e-03
-3.433391179775104052e-02	1.407279687110431048e-02
3.624942153558229074e-02	-7.927203128895698656e-03
-4.075057846441770826e-02	1.607279687110431052e-02
4.266608820224895848e-02	-9.927203128895698697e-03
-4.716724513108437600e-02	1.807279687110431229e-02
4.908275486891562622e-02	-1.192720312889570047e-02
-1.915509737831255863e-03	-6.145593742208610086e-03
-8.332176404497923169e-03	-4.145593742208609177e-03
4.501156928835410576e-03	-8.145593742208611862e-03
-1.474884307116458917e-02	-2.145593742208608268e-03
1.091782359550207832e-02	-1.014559374220861190e-02
-2.116550973783125691e-02	-1.455937422086073588e-04
1.733449026216874259e-02	-1.214559374220861368e-02
-2.758217640449792465e-02	1.854406257791393550e-03
2.375115692883541033e-02	-1.414559374220861372e-02
-3.399884307116458892e-02	3.854406257791395327e-03
3.016782359550207460e-02	-1.614559374220861723e-02
-4.041550973783125666e-02	5.854406257791395368e-03
3.658449026216874234e-02	-1.814559374220861554e-02
-4.683217640449792440e-02	7.854406257791395410e-03
4.300115692883541008e-02	-2.014559374220861732e-02
1.915509737831255863e-03	6.145593742208610086e-03
-4.501156928835410576e-03	8.145593742208611862e-03
8.332176404497923169e-03	4.145593742208609177e-03
-1.091782359550207832e-02	1.014559374220861190e-02
1.474884307116458917e-02	2.145593742208608268e-03
-1.733449026216874259e-02	1.214559374220861368e-02
2.116550973783125691e-02	1.455937422086073588e-04
-2.375115692883541033e-02	1.414559374220861372e-02
2.758217640449792465e-02	-1.854406257791393550e-03
-3.016782359550207460e-02	1.614559374220861723e-02
3.399884307116458892e-02	-3.854406257791395327e-03
-3.658449026216874234e-02	1.814559374220861554e-02
4.041550973783125666e-02	-5.854406257791395368e-03
-4.300115692883541008e-02	2.014559374220861732e-02
4.683217640449792440e-02	-7.854406257791395410e-03
-6.081597940080217014e-03	-8.218390613312913373e-03
3.350687265864498582e-04	-1.021839061331291515e-02
-1.249826460674688389e-02	-6.218390613312913331e-03
